longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,total_rooms_scaled
-118.27,33.87,21.0,6108.0,1130.0,3244.0,1113.0,4.2768,181400.0,<1H OCEAN,-0.6894043440663309
-118.25,33.9,42.0,1386.0,320.0,1163.0,319.0,2.4271,89500.0,<1H OCEAN,-0.9295996744493616
-118.26,33.9,38.0,1566.0,318.0,981.0,318.0,4.0234,111900.0,<1H OCEAN,-0.9204435627447988
-118.26,33.9,22.0,894.0,232.0,754.0,222.0,2.0096,110700.0,<1H OCEAN,-0.9546263797751666
-118.25,33.92,36.0,949.0,164.0,502.0,163.0,4.1042,124400.0,<1H OCEAN,-0.9518286789765502
-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,119300.0,<1H OCEAN,-0.9009105244417315
-118.25,33.9,36.0,1135.0,231.0,614.0,227.0,2.5521,113100.0,<1H OCEAN,-0.9423673635485019
-118.25,33.91,35.0,1479.0,272.0,963.0,292.0,3.4917,109500.0,<1H OCEAN,-0.9248690167353375
-118.26,33.91,39.0,935.0,210.0,711.0,193.0,2.4375,101900.0,<1H OCEAN,-0.9525408209980162
-118.26,33.91,33.0,954.0,241.0,655.0,218.0,2.5882,92800.0,<1H OCEAN,-0.9515743425403124
-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,93100.0,<1H OCEAN,-0.9509130678060939
-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,88200.0,<1H OCEAN,-0.950658731369856
-118.24,33.91,38.0,745.0,152.0,721.0,160.0,1.875,102900.0,<1H OCEAN,-0.9622056055750546
-118.24,33.91,36.0,1446.0,316.0,1286.0,314.0,2.7083,103600.0,<1H OCEAN,-0.9265476372145074
-118.24,33.91,37.0,1607.0,377.0,1526.0,375.0,1.7158,94300.0,<1H OCEAN,-0.9183580039676484
-118.24,33.92,40.0,1772.0,369.0,1122.0,324.0,3.2768,96100.0,<1H OCEAN,-0.9099649015717992
-118.23,33.92,32.0,1735.0,430.0,1699.0,386.0,1.1793,103800.0,<1H OCEAN,-0.9118469911999593
-118.23,33.91,34.0,661.0,146.0,742.0,143.0,2.1734,88200.0,<1H OCEAN,-0.9664784577038507
-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,88900.0,<1H OCEAN,-0.9656645811078896
-118.23,33.91,34.0,789.0,200.0,1041.0,191.0,3.119,90300.0,<1H OCEAN,-0.9599674449361616
-118.23,33.91,27.0,1694.0,393.0,1890.0,373.0,3.0341,89100.0,<1H OCEAN,-0.9139325499771097
-118.22,33.92,32.0,1263.0,333.0,1789.0,346.0,1.9957,89300.0,<1H OCEAN,-0.9358563507808129
-118.22,33.91,31.0,571.0,153.0,841.0,158.0,2.6154,89200.0,<1H OCEAN,-0.9710565135561321
-118.23,33.91,34.0,1060.0,276.0,1215.0,250.0,2.0804,84700.0,<1H OCEAN,-0.9461824100920698
-118.23,33.92,24.0,1555.0,406.0,1665.0,361.0,1.6437,98800.0,<1H OCEAN,-0.9210031029045221
-118.22,33.92,23.0,926.0,409.0,1856.0,408.0,2.1366,100000.0,<1H OCEAN,-0.9529986265832443
-118.21,33.91,24.0,1545.0,391.0,1807.0,388.0,2.6429,105300.0,<1H OCEAN,-0.9215117757769978
-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,110200.0,<1H OCEAN,-0.876901164860878
-118.22,33.9,38.0,796.0,159.0,679.0,167.0,3.6607,110400.0,<1H OCEAN,-0.9596113739254286
-118.22,33.91,28.0,1847.0,500.0,2263.0,473.0,1.5161,103200.0,<1H OCEAN,-0.9061498550282313
-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,105000.0,<1H OCEAN,-0.9492344473269241
-118.21,33.9,35.0,2420.0,579.0,2010.0,540.0,2.0817,104600.0,<1H OCEAN,-0.8770028994353731
-118.21,33.9,41.0,941.0,233.0,973.0,253.0,1.9583,102300.0,<1H OCEAN,-0.9522356172745308
-118.22,33.9,35.0,1649.0,424.0,1786.0,388.0,1.4091,105600.0,<1H OCEAN,-0.9162215779032504
-118.22,33.9,30.0,1007.0,260.0,1112.0,238.0,1.7262,115600.0,<1H OCEAN,-0.9488783763161911
-118.2,33.92,36.0,414.0,104.0,477.0,130.0,3.6719,130400.0,<1H OCEAN,-0.9790426776540007
-118.2,33.92,45.0,1283.0,,1025.0,248.0,3.2798,141200.0,<1H OCEAN,-0.9348390050358615
-118.2,33.92,39.0,1050.0,217.0,895.0,207.0,3.1538,155600.0,<1H OCEAN,-0.9466910829645455
-118.21,33.91,37.0,1073.0,265.0,1197.0,250.0,2.7109,133000.0,<1H OCEAN,-0.9455211353578513
-118.21,33.92,41.0,1722.0,363.0,1432.0,326.0,3.2976,151200.0,<1H OCEAN,-0.9125082659341778
-118.21,33.92,36.0,602.0,150.0,645.0,145.0,3.1964,115400.0,<1H OCEAN,-0.9694796276514573
-118.18,33.91,41.0,1260.0,299.0,1535.0,322.0,3.0134,128100.0,<1H OCEAN,-0.9360089526425556
-118.18,33.91,36.0,1138.0,238.0,878.0,224.0,2.0625,134400.0,<1H OCEAN,-0.9422147616867592
-118.19,33.91,43.0,1531.0,357.0,1509.0,376.0,2.6354,128100.0,<1H OCEAN,-0.9222239177984638
-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,117400.0,<1H OCEAN,-0.9535581667429676
-118.19,33.92,35.0,915.0,241.0,1153.0,252.0,3.305,115800.0,<1H OCEAN,-0.9535581667429676
-118.19,33.91,35.0,2695.0,748.0,2935.0,706.0,2.0134,132400.0,<1H OCEAN,-0.8630143954422911
-118.2,33.91,43.0,1381.0,278.0,1494.0,298.0,3.5878,118400.0,<1H OCEAN,-0.9298540108855995
-118.2,33.9,33.0,1435.0,322.0,1298.0,299.0,2.7813,105100.0,<1H OCEAN,-0.9271071773742307
-118.2,33.91,36.0,2283.0,499.0,1836.0,462.0,2.8793,118100.0,<1H OCEAN,-0.8839717177882903
-118.19,33.9,36.0,1073.0,271.0,1385.0,288.0,2.3214,104800.0,<1H OCEAN,-0.9455211353578513
-118.19,33.9,32.0,2762.0,652.0,2677.0,632.0,2.5719,105600.0,<1H OCEAN,-0.8596062871967038
-118.19,33.9,36.0,2326.0,543.0,2073.0,494.0,1.9952,112900.0,<1H OCEAN,-0.8817844244366448
-118.19,33.89,31.0,886.0,224.0,1154.0,247.0,2.1071,99500.0,<1H OCEAN,-0.9550333180731472
-118.19,33.89,32.0,1696.0,438.0,1639.0,376.0,2.0357,107300.0,<1H OCEAN,-0.9138308154026146
-118.2,33.89,37.0,2394.0,568.0,2499.0,551.0,2.5321,105100.0,<1H OCEAN,-0.8783254489038099
-118.2,33.9,34.0,1552.0,444.0,2093.0,413.0,2.2125,103200.0,<1H OCEAN,-0.9211557047662648
-118.19,33.89,38.0,4018.0,986.0,3702.0,927.0,2.9293,113600.0,<1H OCEAN,-0.7957169744137546
-118.2,33.89,40.0,2538.0,564.0,2170.0,541.0,2.7212,107900.0,<1H OCEAN,-0.8710005595401598
-118.21,33.89,42.0,1254.0,225.0,929.0,235.0,4.3646,116200.0,<1H OCEAN,-0.936314156366041
-118.21,33.89,39.0,1565.0,364.0,1389.0,360.0,2.7443,113900.0,<1H OCEAN,-0.9204944300320463
-118.21,33.89,42.0,1739.0,370.0,1104.0,297.0,2.2125,120700.0,<1H OCEAN,-0.911643522050969
-118.21,33.9,43.0,1810.0,357.0,1335.0,358.0,3.1189,118800.0,<1H OCEAN,-0.9080319446563915
-118.21,33.89,45.0,1211.0,234.0,1128.0,261.0,3.4792,110700.0,<1H OCEAN,-0.9385014497176866
-118.21,33.88,38.0,929.0,166.0,686.0,183.0,3.4485,119400.0,<1H OCEAN,-0.9528460247215016
-118.21,33.88,29.0,1976.0,444.0,1254.0,371.0,2.1782,126800.0,<1H OCEAN,-0.8995879749732947
-118.22,33.89,26.0,266.0,75.0,252.0,59.0,2.1211,138100.0,<1H OCEAN,-0.9865710361666412
-118.22,33.89,41.0,990.0,228.0,776.0,207.0,2.125,120200.0,<1H OCEAN,-0.9497431201993998
-118.22,33.89,37.0,797.0,190.0,485.0,166.0,2.7434,95200.0,<1H OCEAN,-0.9595605066381809
-118.22,33.89,36.0,873.0,240.0,1086.0,217.0,2.25,126600.0,<1H OCEAN,-0.9556945928073656
-118.23,33.89,16.0,5003.0,1180.0,4145.0,1159.0,2.1389,133400.0,<1H OCEAN,-0.745612696474897
-118.24,33.89,34.0,1479.0,332.0,1166.0,322.0,2.6165,100900.0,<1H OCEAN,-0.9248690167353375
-118.22,33.91,27.0,500.0,159.0,732.0,162.0,2.7426,103100.0,<1H OCEAN,-0.9746680909507096
-118.22,33.9,22.0,312.0,107.0,583.0,119.0,1.9423,98400.0,<1H OCEAN,-0.9842311409532529
-118.22,33.9,40.0,1802.0,496.0,2096.0,468.0,2.3542,97900.0,<1H OCEAN,-0.908438882954372
-118.23,33.9,31.0,2143.0,522.0,2276.0,519.0,1.8095,100800.0,<1H OCEAN,-0.8910931380029503
-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,96800.0,<1H OCEAN,-0.8748664733709751
-118.23,33.9,28.0,1108.0,284.0,1498.0,289.0,2.4706,88800.0,<1H OCEAN,-0.9437407803041864
-118.23,33.9,45.0,1285.0,238.0,840.0,211.0,3.4107,112500.0,<1H OCEAN,-0.9347372704613663
-118.24,33.9,38.0,2055.0,442.0,1518.0,425.0,2.3382,103000.0,<1H OCEAN,-0.8955694592807366
-118.24,33.9,35.0,1079.0,247.0,1055.0,243.0,2.375,93600.0,<1H OCEAN,-0.9452159316343659
-118.24,33.9,39.0,642.0,129.0,475.0,123.0,1.2083,92600.0,<1H OCEAN,-0.9674449361615545
-118.25,33.9,37.0,2119.0,442.0,1372.0,406.0,1.9605,106200.0,<1H OCEAN,-0.892313952896892
-118.24,33.9,40.0,1308.0,272.0,901.0,257.0,2.8269,98000.0,<1H OCEAN,-0.9335673228546721
-118.25,33.9,38.0,1201.0,223.0,733.0,206.0,3.3804,105800.0,<1H OCEAN,-0.9390101225901623
-118.25,33.89,35.0,1582.0,391.0,1957.0,404.0,2.4537,91500.0,<1H OCEAN,-0.9196296861488377
-118.24,33.89,32.0,1132.0,266.0,1211.0,279.0,2.1838,98300.0,<1H OCEAN,-0.9425199654102446
-118.25,33.89,41.0,1476.0,286.0,1086.0,278.0,2.4632,111700.0,<1H OCEAN,-0.9250216185970802
-118.25,33.89,36.0,406.0,71.0,268.0,77.0,3.9,115800.0,<1H OCEAN,-0.9794496159519813
-118.25,33.89,34.0,1367.0,288.0,1183.0,286.0,2.6812,104100.0,<1H OCEAN,-0.9305661529070655
-118.26,33.89,36.0,2230.0,417.0,1395.0,381.0,2.8493,109600.0,<1H OCEAN,-0.8866676840124116
-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,120700.0,<1H OCEAN,-0.953151228444987
-118.24,33.88,37.0,1843.0,366.0,1207.0,351.0,2.4821,111000.0,<1H OCEAN,-0.9063533241772216
-118.25,33.88,37.0,1027.0,217.0,1042.0,254.0,2.2121,98600.0,<1H OCEAN,-0.9478610305712396
-118.25,33.89,37.0,1042.0,213.0,699.0,196.0,2.9643,103200.0,<1H OCEAN,-0.9470980212625261
-118.25,33.89,36.0,1527.0,309.0,1154.0,279.0,3.3095,105500.0,<1H OCEAN,-0.9224273869474541
-118.26,33.88,39.0,1756.0,320.0,1055.0,322.0,3.2375,105200.0,<1H OCEAN,-0.9107787781677603
-118.26,33.88,40.0,519.0,102.0,330.0,95.0,3.0972,108500.0,<1H OCEAN,-0.9737016124930058
-118.26,33.88,36.0,1212.0,222.0,775.0,224.0,5.5591,136500.0,<1H OCEAN,-0.938450582430439
-118.22,33.88,37.0,1149.0,280.0,1016.0,250.0,2.125,101900.0,<1H OCEAN,-0.941655221527036
-118.22,33.88,35.0,998.0,313.0,1335.0,311.0,1.6574,102500.0,<1H OCEAN,-0.9493361819014192
-118.23,33.89,35.0,1255.0,344.0,1782.0,343.0,2.1949,95100.0,<1H OCEAN,-0.9362632890787934
-118.23,33.88,35.0,842.0,201.0,763.0,189.0,2.6719,109800.0,<1H OCEAN,-0.9572714787120403
-118.23,33.88,41.0,1941.0,367.0,1204.0,323.0,3.0417,113700.0,<1H OCEAN,-0.9013683300269597
-118.23,33.89,36.0,2598.0,514.0,1872.0,514.0,3.1667,117700.0,<1H OCEAN,-0.8679485223053054
-118.22,33.86,16.0,8732.0,1489.0,3944.0,1493.0,5.1948,203500.0,<1H OCEAN,-0.5559285823287043
-118.24,33.85,25.0,9594.0,1489.0,5237.0,1496.0,5.9684,193300.0,<1H OCEAN,-0.5120809807212982
-118.23,33.84,25.0,1106.0,207.0,888.0,216.0,5.3307,207000.0,<1H OCEAN,-0.9438425148786815
-118.24,33.83,22.0,7368.0,1367.0,4721.0,1342.0,4.8438,213100.0,<1H OCEAN,-0.6253115621343914
-118.25,33.84,19.0,1731.0,420.0,1032.0,364.0,3.8125,208100.0,<1H OCEAN,-0.9120504603489495
-118.25,33.87,18.0,6812.0,1263.0,3704.0,1216.0,4.25,169200.0,<1H OCEAN,-0.6535937738440409
-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6.0531,186400.0,<1H OCEAN,-0.8463807925123353
-118.26,33.85,25.0,2324.0,326.0,1087.0,328.0,5.293,207000.0,<1H OCEAN,-0.88188615901114
-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0,<1H OCEAN,-0.5386845719517779
-118.27,33.86,33.0,1685.0,333.0,1484.0,318.0,4.3527,167000.0,<1H OCEAN,-0.9143903555623378
-118.27,33.86,29.0,2587.0,489.0,2115.0,475.0,3.7466,168600.0,<1H OCEAN,-0.8685080624650288
-118.27,33.86,26.0,1097.0,167.0,701.0,188.0,6.5799,196600.0,<1H OCEAN,-0.9443003204639097
-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5.144,180800.0,<1H OCEAN,-0.9752276311104329
-118.28,33.84,27.0,2326.0,533.0,1697.0,546.0,3.8633,187900.0,<1H OCEAN,-0.8817844244366448
-118.28,33.83,18.0,5923.0,1409.0,3887.0,1322.0,3.4712,194400.0,<1H OCEAN,-0.6988147922071316
-118.29,33.84,11.0,2274.0,617.0,1897.0,622.0,3.5094,162900.0,<1H OCEAN,-0.8844295233735184
-118.29,33.84,33.0,896.0,208.0,843.0,200.0,3.5,183000.0,<1H OCEAN,-0.9545246452006715
-118.29,33.84,34.0,2617.0,558.0,1396.0,515.0,5.061,218000.0,<1H OCEAN,-0.8669820438476016
-118.29,33.84,23.0,3626.0,799.0,2321.0,731.0,4.7393,237900.0,<1H OCEAN,-0.8156569510148024
-118.29,33.83,24.0,4092.0,893.0,2819.0,893.0,4.1378,216500.0,<1H OCEAN,-0.7919527951574342
-118.28,33.82,26.0,4586.0,1042.0,3680.0,1027.0,4.174,205100.0,<1H OCEAN,-0.7668243552571341
-118.29,33.82,21.0,4383.0,901.0,2689.0,913.0,3.4375,218800.0,<1H OCEAN,-0.7771504145683911
-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,218200.0,<1H OCEAN,-0.6428607762348034
-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,4.526,329400.0,<1H OCEAN,-0.4942774301846483
-118.28,33.82,30.0,3615.0,760.0,2813.0,752.0,5.3849,217700.0,<1H OCEAN,-0.8162164911745257
-118.28,33.81,29.0,2755.0,508.0,2046.0,488.0,5.2034,212400.0,<1H OCEAN,-0.8599623582074368
-118.27,33.82,36.0,1593.0,334.0,1427.0,320.0,4.4015,166900.0,<1H OCEAN,-0.9190701459891144
-118.27,33.82,33.0,1596.0,337.0,1650.0,329.0,4.3687,173500.0,<1H OCEAN,-0.9189175441273717
-118.27,33.82,37.0,943.0,218.0,803.0,216.0,5.2287,191100.0,<1H OCEAN,-0.9521338827000356
-118.27,33.81,10.0,1881.0,571.0,1769.0,553.0,3.9286,114000.0,<1H OCEAN,-0.904420367261814
-118.27,33.81,42.0,865.0,208.0,811.0,218.0,3.8621,165300.0,<1H OCEAN,-0.9561015311053461
-118.27,33.81,38.0,1607.0,337.0,1130.0,334.0,4.4821,190700.0,<1H OCEAN,-0.9183580039676484
-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,200300.0,<1H OCEAN,-0.9310748257795411
-118.27,33.8,28.0,4698.0,902.0,3287.0,881.0,4.8508,215900.0,<1H OCEAN,-0.7611272190854061
-118.27,33.84,24.0,6303.0,1277.0,3728.0,1252.0,3.9227,208600.0,<1H OCEAN,-0.6794852230530546
-118.28,33.83,28.0,880.0,168.0,717.0,142.0,4.5469,175700.0,<1H OCEAN,-0.9553385217966326
-118.27,33.83,28.0,2152.0,415.0,1623.0,429.0,4.35,200500.0,<1H OCEAN,-0.8906353324177222
-118.27,33.83,34.0,1124.0,245.0,717.0,242.0,3.1667,186900.0,<1H OCEAN,-0.9429269037082253
-118.26,33.83,24.0,3059.0,,2064.0,629.0,3.5518,184600.0,<1H OCEAN,-0.8444987028841752
-118.27,33.82,28.0,1642.0,434.0,1575.0,420.0,4.1292,201900.0,<1H OCEAN,-0.9165776489139834
-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,117400.0,<1H OCEAN,-0.7411363751971107
-118.26,33.83,28.0,4112.0,861.0,3211.0,841.0,4.4539,192200.0,<1H OCEAN,-0.7909354494124828
-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,166300.0,<1H OCEAN,-0.9582888244569917
-118.22,33.84,35.0,1131.0,273.0,1007.0,269.0,4.0219,168300.0,<1H OCEAN,-0.9425708326974922
-118.22,33.84,38.0,1928.0,429.0,1358.0,399.0,4.0687,160300.0,<1H OCEAN,-0.9020296047611781
-118.22,33.83,42.0,1370.0,299.0,1018.0,328.0,4.4474,160200.0,<1H OCEAN,-0.9304135510453228
-118.22,33.83,44.0,1792.0,404.0,1115.0,358.0,3.9091,174400.0,<1H OCEAN,-0.9089475558268477
-118.22,33.83,43.0,1426.0,272.0,871.0,276.0,3.7083,175200.0,<1H OCEAN,-0.9275649829594588
-118.21,33.83,38.0,793.0,193.0,601.0,187.0,2.8837,176100.0,NEAR OCEAN,-0.9597639757871712
-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,171900.0,<1H OCEAN,-0.9540159723281957
-118.08,33.93,39.0,859.0,164.0,673.0,172.0,3.7143,158200.0,<1H OCEAN,-0.9564067348288315
-118.08,33.93,39.0,1478.0,324.0,1127.0,320.0,3.525,158000.0,<1H OCEAN,-0.9249198840225851
-118.08,33.92,38.0,1335.0,,1011.0,269.0,3.6908,157500.0,<1H OCEAN,-0.9321939060989878
-118.08,33.92,39.0,1631.0,322.0,1034.0,328.0,4.5382,165700.0,<1H OCEAN,-0.9171371890737067
-118.07,33.92,36.0,1560.0,320.0,1348.0,314.0,3.622,174000.0,<1H OCEAN,-0.9207487664682843
-118.08,33.92,34.0,2118.0,437.0,1414.0,442.0,3.7238,166800.0,<1H OCEAN,-0.8923648201841395
-118.08,33.93,33.0,2263.0,511.0,1626.0,457.0,3.5556,172800.0,<1H OCEAN,-0.8849890635332418
-118.08,33.93,34.0,1558.0,375.0,1179.0,337.0,3.2188,165100.0,<1H OCEAN,-0.9208505010427794
-118.09,33.92,36.0,2381.0,419.0,1669.0,444.0,4.6976,171100.0,<1H OCEAN,-0.8789867236380284
-118.09,33.92,36.0,847.0,185.0,713.0,194.0,4.8542,167400.0,<1H OCEAN,-0.9570171422758025
-118.09,33.92,36.0,1226.0,211.0,711.0,219.0,4.5699,170800.0,<1H OCEAN,-0.937738440408973
-118.09,33.92,33.0,879.0,181.0,547.0,169.0,5.3146,168600.0,<1H OCEAN,-0.9553893890838802
-118.09,33.92,31.0,1983.0,419.0,1157.0,390.0,3.5455,168300.0,<1H OCEAN,-0.8992319039625617
-118.09,33.93,37.0,1950.0,356.0,1183.0,338.0,4.1449,175300.0,<1H OCEAN,-0.9009105244417315
-118.1,33.92,35.0,2017.0,383.0,1388.0,386.0,4.0774,171600.0,<1H OCEAN,-0.8975024161961442
-118.1,33.93,36.0,1124.0,217.0,707.0,234.0,4.375,174500.0,<1H OCEAN,-0.9429269037082253
-118.1,33.93,33.0,1474.0,325.0,1205.0,335.0,3.1397,166800.0,<1H OCEAN,-0.9251233531715753
-118.11,33.92,32.0,1016.0,190.0,729.0,177.0,4.3,151300.0,<1H OCEAN,-0.9484205707309629
-118.11,33.92,34.0,1414.0,263.0,983.0,264.0,4.1767,156600.0,<1H OCEAN,-0.9281753904064296
-118.1,33.94,33.0,639.0,129.0,460.0,118.0,3.1607,189000.0,<1H OCEAN,-0.9675975380232972
-118.1,33.93,35.0,1622.0,302.0,845.0,284.0,4.5769,186100.0,<1H OCEAN,-0.9175949946589348
-118.1,33.95,34.0,3635.0,781.0,2171.0,720.0,3.7308,196900.0,<1H OCEAN,-0.8151991454295743
-118.1,33.95,27.0,1666.0,365.0,995.0,354.0,4.5694,204300.0,<1H OCEAN,-0.9153568340200418
-118.11,33.95,36.0,2049.0,334.0,1105.0,363.0,4.8036,261300.0,<1H OCEAN,-0.895874663004222
-118.1,33.94,34.0,1947.0,284.0,841.0,277.0,6.1814,453600.0,<1H OCEAN,-0.9010631263034743
-118.11,33.95,34.0,2319.0,334.0,941.0,356.0,6.4319,452300.0,<1H OCEAN,-0.8821404954473778
-118.11,33.95,34.0,1723.0,279.0,617.0,252.0,6.7501,400000.0,<1H OCEAN,-0.9124573986469302
-118.12,33.97,33.0,3099.0,839.0,2025.0,750.0,3.183,191100.0,<1H OCEAN,-0.8424640113942723
-118.12,33.96,38.0,1301.0,264.0,877.0,275.0,4.625,191300.0,<1H OCEAN,-0.9339233938654051
-118.11,33.96,29.0,2784.0,582.0,1278.0,550.0,4.3882,261600.0,<1H OCEAN,-0.8584872068772572
-118.12,33.95,35.0,1604.0,280.0,802.0,280.0,5.752,291000.0,<1H OCEAN,-0.9185106058293911
-118.12,33.96,34.0,2863.0,451.0,1243.0,466.0,6.0723,297200.0,<1H OCEAN,-0.8544686911846991
-118.12,33.96,38.0,2105.0,348.0,956.0,350.0,4.4125,246000.0,<1H OCEAN,-0.893026094918358
-118.12,33.96,36.0,1426.0,235.0,698.0,240.0,4.8523,267300.0,<1H OCEAN,-0.9275649829594588
-118.12,33.97,35.0,708.0,145.0,471.0,153.0,3.2,197400.0,<1H OCEAN,-0.9640876952032148
-118.13,33.97,36.0,1759.0,295.0,837.0,267.0,4.6992,251900.0,<1H OCEAN,-0.9106261763060176
-118.13,33.96,36.0,1933.0,341.0,958.0,335.0,4.4732,266000.0,<1H OCEAN,-0.9017752683249403
-118.13,33.96,38.0,1040.0,202.0,557.0,228.0,4.0,254700.0,<1H OCEAN,-0.9471997558370212
-118.14,33.96,34.0,2744.0,541.0,1333.0,503.0,4.0536,277200.0,<1H OCEAN,-0.8605218983671601
-118.13,33.96,35.0,1500.0,250.0,706.0,250.0,4.5625,253500.0,<1H OCEAN,-0.9238008037031386
-118.13,33.97,34.0,1736.0,297.0,823.0,292.0,5.4042,241600.0,<1H OCEAN,-0.9117961239127117
-118.13,33.95,37.0,1709.0,333.0,778.0,344.0,3.9036,326600.0,<1H OCEAN,-0.9131695406683962
-118.14,33.95,44.0,1812.0,338.0,822.0,314.0,6.7744,294100.0,<1H OCEAN,-0.9079302100818963
-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,300000.0,<1H OCEAN,-0.9282262576936772
-118.14,33.95,37.0,1462.0,243.0,600.0,236.0,5.2015,302000.0,<1H OCEAN,-0.9257337606185462
-118.14,33.95,36.0,1942.0,355.0,891.0,348.0,3.6635,282100.0,<1H OCEAN,-0.901317462739712
-118.15,33.96,33.0,2418.0,485.0,1397.0,477.0,3.1083,285500.0,<1H OCEAN,-0.8771046340098683
-118.15,33.95,31.0,1053.0,230.0,686.0,211.0,4.0,263200.0,<1H OCEAN,-0.9465384811028028
-118.12,33.95,36.0,2752.0,459.0,1211.0,452.0,5.0526,269800.0,<1H OCEAN,-0.8601149600691795
-118.12,33.94,35.0,1813.0,313.0,825.0,316.0,5.2485,323800.0,<1H OCEAN,-0.9078793427946488
-118.12,33.94,33.0,2394.0,576.0,1166.0,548.0,2.7317,264700.0,<1H OCEAN,-0.8783254489038099
-118.13,33.94,34.0,522.0,138.0,373.0,139.0,3.5481,265000.0,<1H OCEAN,-0.973549010631263
-118.13,33.95,24.0,6662.0,1852.0,3792.0,1735.0,3.1104,230000.0,<1H OCEAN,-0.6612238669311765
-118.11,33.93,35.0,2670.0,493.0,1196.0,488.0,3.8427,283500.0,<1H OCEAN,-0.8642860776234803
-118.11,33.94,37.0,1434.0,262.0,786.0,256.0,4.4375,244900.0,<1H OCEAN,-0.9271580446614782
-118.11,33.94,32.0,2098.0,378.0,1036.0,385.0,5.0258,255400.0,<1H OCEAN,-0.893382165929091
-118.12,33.94,31.0,2210.0,519.0,1047.0,472.0,3.3292,271300.0,<1H OCEAN,-0.8876850297573631
-118.12,33.94,33.0,2206.0,393.0,973.0,364.0,4.675,283000.0,<1H OCEAN,-0.8878884989063534
-118.11,33.94,36.0,1949.0,319.0,909.0,325.0,5.1587,296600.0,<1H OCEAN,-0.900961391728979
-118.11,33.93,17.0,1205.0,347.0,736.0,342.0,3.2011,162500.0,<1H OCEAN,-0.938806653441172
-118.12,33.92,27.0,6336.0,1628.0,4673.0,1505.0,2.5893,183700.0,<1H OCEAN,-0.6778066025738847
-118.12,33.93,27.0,580.0,143.0,466.0,133.0,3.0909,187500.0,<1H OCEAN,-0.9705987079709039
-118.13,33.92,28.0,3069.0,864.0,1932.0,835.0,2.4925,177200.0,<1H OCEAN,-0.8439900300116995
-118.13,33.93,38.0,2040.0,458.0,1775.0,445.0,3.5227,202400.0,<1H OCEAN,-0.8963324685894501
-118.13,33.92,36.0,984.0,183.0,615.0,206.0,4.1786,201500.0,<1H OCEAN,-0.9500483239228852
-118.14,33.92,31.0,3731.0,853.0,2313.0,801.0,3.2237,218200.0,<1H OCEAN,-0.8103158858538074
-118.14,33.93,31.0,3205.0,727.0,1647.0,664.0,3.3681,223900.0,<1H OCEAN,-0.8370720789460298
-118.14,33.93,32.0,2065.0,438.0,1075.0,442.0,4.4279,226400.0,<1H OCEAN,-0.8950607864082608
-118.15,33.93,30.0,3096.0,628.0,1676.0,587.0,4.6583,207300.0,<1H OCEAN,-0.8426166132560151
-118.13,33.93,34.0,2122.0,517.0,1578.0,488.0,3.1496,191900.0,<1H OCEAN,-0.8921613510351493
-118.13,33.93,19.0,1793.0,447.0,1222.0,452.0,2.6862,195800.0,<1H OCEAN,-0.9088966885396002
-118.14,33.94,31.0,2841.0,774.0,1612.0,708.0,2.9205,196600.0,<1H OCEAN,-0.8555877715041457
-118.14,33.94,35.0,2987.0,601.0,1561.0,606.0,4.0039,226500.0,<1H OCEAN,-0.8481611475660003
-118.15,33.94,36.0,1948.0,341.0,992.0,363.0,4.2594,242400.0,<1H OCEAN,-0.9010122590162266
-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,199700.0,<1H OCEAN,-0.9190192787018668
-118.15,33.95,35.0,2753.0,702.0,1592.0,614.0,2.7875,209000.0,<1H OCEAN,-0.860064092781932
-118.16,33.94,25.0,3341.0,789.0,1685.0,751.0,3.6936,238300.0,<1H OCEAN,-0.8301541278803601
-118.15,33.93,25.0,1948.0,433.0,1128.0,429.0,3.7614,255900.0,<1H OCEAN,-0.9010122590162266
-118.16,33.94,25.0,5675.0,1224.0,3317.0,1119.0,3.9352,232900.0,<1H OCEAN,-0.7114298794445293
-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,4.9808,212300.0,<1H OCEAN,-0.906556793326212
